record_id,customer_id,touch_date,channel,response_time_hours
MAR-000214,VIS-0048,2024-01-11,Push Notification,15.816793357143505
MAR-000691,VIS-0174,2023-08-21,Retarget Ad,
MAR-001096,VIS-0269,2024-03-26,Email,8.610079226592578
MAR-001051,VIS-0259,2023-08-29,Push Notification,2.847079322205141
MAR-000169,VIS-0037,2024-03-08,Push Notification,0.1
MAR-000965,VIS-0239,2024-04-24,SMS,
MAR-001515,VIS-0361,2023-11-17,Push Notification,9.708923544998665
MAR-001148,VIS-0280,2023-10-13,Push Notification,1.7524752765521665
MAR-000439,VIS-0104,2024-02-21,SMS,10.49751120823434
MAR-000137,VIS-0029,2024-06-14,Retarget Ad,12.517906041339591
MAR-000657,VIS-0165,2023-06-21,SMS,10.495798074310818
MAR-000979,VIS-0243,2024-04-21,SMS,14.418979966112444
MAR-000601,VIS-0150,2024-06-11,Email,14.441798055586968
MAR-000906,VIS-0223,2023-10-04,Retarget Ad,11.92215958392001
MAR-000202,VIS-0046,2023-12-01,Retarget Ad,8.89350217645831
MAR-000989,VIS-0244,2023-08-20,Push Notification,0.1
MAR-000512,VIS-0126,2023-07-11,SMS,12.462683930380006
MAR-000999,VIS-0247,2024-04-22,SMS,6.369883549223573
MAR-001086,VIS-0266,2024-04-23,Email,17.45175955780489
MAR-000900,VIS-0222,2023-11-06,Push Notification,9.905292818210302
MAR-001519,VIS-0362,2024-04-03,Email,6.344595075516166
MAR-001384,VIS-0330,2024-06-13,SMS,5.807391987446377
MAR-000094,VIS-0020,2024-06-01,Email,8.605481465319585
MAR-000383,VIS-0086,2024-01-18,Retarget Ad,14.676871485713328
MAR-000988,VIS-0244,2023-12-12,SMS,1.0477663632340188
MAR-001800,VIS-0429,2023-09-04,SMS,21.689522460410075
MAR-001429,VIS-0339,2024-06-19,Retarget Ad,11.240105834460234
MAR-001392,VIS-0331,2023-11-13,SMS,7.033509953148627
MAR-001238,VIS-0300,2024-03-07,SMS,8.886129705527122
MAR-001126,VIS-0276,2023-07-16,SMS,0.1
MAR-000265,VIS-0058,2024-04-02,Retarget Ad,2.908729304389769
MAR-000121,VIS-0025,2023-11-18,Push Notification,7.4202264455479074
MAR-001771,VIS-0422,2024-01-15,Retarget Ad,15.443403499228811
MAR-000195,VIS-0045,2024-01-22,Email,12.828054060321113
MAR-000182,VIS-0041,2024-04-01,Email,12.950969707518755
MAR-000230,VIS-0051,2023-11-10,Push Notification,13.209451445814018
MAR-001764,VIS-0419,2024-05-18,Email,17.7246613113281
MAR-001426,VIS-0338,2023-12-17,Push Notification,9.539703708996905
MAR-000962,VIS-0239,2023-12-05,Email,20.867746157990137
MAR-001067,VIS-0264,2023-08-30,SMS,20.087947924254262
MAR-001498,VIS-0354,2023-12-05,Email,9.494629060947837
MAR-000059,VIS-0013,2023-10-28,Push Notification,1.7928242351011523
MAR-001455,VIS-0345,2024-04-07,Push Notification,8.235303287100336
MAR-001547,VIS-0369,2023-07-14,Email,15.991640419942689
MAR-001118,VIS-0274,2024-01-01,Push Notification,18.766838782492183
MAR-001483,VIS-0351,2023-10-14,Email,30.418427727668394
MAR-000385,VIS-0087,2024-03-25,Push Notification,16.97841961257427
MAR-000156,VIS-0033,2024-03-15,Email,0.1
MAR-001714,VIS-0406,2024-04-03,Retarget Ad,5.572853732913057
MAR-000647,VIS-0164,2023-09-16,Email,2.912243879680906
MAR-001818,VIS-0433,2024-02-24,SMS,23.63855255142329
MAR-001510,VIS-0360,2024-04-23,Push Notification,11.476252973435624
MAR-000614,VIS-0156,2024-04-01,Push Notification,12.431178301127096
MAR-001738,VIS-0413,2024-06-07,SMS,16.309520970930826
MAR-001093,VIS-0269,2023-12-05,Email,1.006108562302432
MAR-000995,VIS-0246,2023-10-11,Retarget Ad,8.075226288560316
MAR-001375,VIS-0328,2024-06-01,SMS,4.195757888032823
MAR-000366,VIS-0081,2023-10-31,Push Notification,6.386812785822705
MAR-001668,VIS-0397,2024-02-05,SMS,13.088157230018496
MAR-000652,VIS-0165,2023-09-06,SMS,0.1
MAR-001801,VIS-0429,2023-09-29,Push Notification,19.517384785015132
MAR-000174,VIS-0038,2023-10-23,Push Notification,25.992424956161162
MAR-000856,VIS-0211,2023-10-19,Retarget Ad,21.19993618423821
MAR-000849,VIS-0209,2024-01-11,Push Notification,22.768372177626677
MAR-000348,VIS-0079,2024-01-16,Email,26.315764430371615
MAR-001520,VIS-0362,2023-12-10,Retarget Ad,0.1
MAR-000483,VIS-0117,2023-11-07,Push Notification,3.97895258705665
MAR-001068,VIS-0264,2023-10-22,Push Notification,23.285929814062143
MAR-000134,VIS-0028,2023-12-14,Retarget Ad,8.951540749618037
MAR-000044,VIS-0009,2023-09-04,Retarget Ad,23.968980899297144
MAR-000919,VIS-0227,2024-05-22,Retarget Ad,11.773728396051842
MAR-001339,VIS-0321,2023-08-24,Retarget Ad,2.5776965257050106
MAR-001260,VIS-0304,2023-12-02,Retarget Ad,17.97410720854676
MAR-000220,VIS-0050,2023-06-08,Push Notification,24.580829161118487
MAR-001550,VIS-0369,2024-01-27,SMS,10.015118782061556
MAR-000846,VIS-0209,2024-02-13,Email,14.469335845317609
MAR-001642,VIS-0390,2023-08-13,Push Notification,11.824251711675927
MAR-000153,VIS-0032,2024-04-30,Email,6.4252473970687305
MAR-001256,VIS-0304,2024-06-28,Retarget Ad,19.708440418958997
MAR-001201,VIS-0290,2023-08-23,SMS,34.245595991200645
MAR-001293,VIS-0313,2024-02-02,SMS,18.471006435663647
MAR-000685,VIS-0173,2024-04-10,Push Notification,3.568576437218847
MAR-000745,VIS-0187,2024-05-16,Push Notification,2.50126647341209
MAR-001467,VIS-0348,2024-06-12,Retarget Ad,18.185661166402525
MAR-000427,VIS-0099,2024-05-13,Email,18.01123622548827
MAR-001134,VIS-0278,2024-05-15,Retarget Ad,8.136461736110594
MAR-000256,VIS-0055,2023-12-14,SMS,0.1
MAR-001024,VIS-0251,2023-07-11,Push Notification,0.1
MAR-001503,VIS-0356,2024-01-10,Push Notification,17.325018025206667
MAR-000595,VIS-0149,2023-11-01,SMS,8.82652725533417
MAR-000455,VIS-0108,2024-06-08,Push Notification,32.197435627565696
MAR-001496,VIS-0354,2023-11-23,Retarget Ad,15.770932444120529
MAR-001424,VIS-0337,2024-01-20,Retarget Ad,9.784805081642377
MAR-001688,VIS-0401,2023-06-05,Push Notification,14.22224108327712
MAR-001756,VIS-0417,2024-03-28,SMS,13.987274702374627
MAR-001165,VIS-0285,2024-06-13,Retarget Ad,13.839334851717101
MAR-001312,VIS-0316,2023-09-20,Push Notification,1.6023160231752867
MAR-000803,VIS-0201,2024-06-28,Retarget Ad,7.787522768838907
MAR-000820,VIS-0203,2024-01-19,Push Notification,6.80485429833964
MAR-000177,VIS-0039,2023-11-20,Push Notification,11.626048000176725
MAR-001296,VIS-0313,2024-03-08,SMS,3.468853624640527
MAR-001427,VIS-0339,2023-12-04,Email,13.965207676753387
MAR-001138,VIS-0278,2024-02-23,Push Notification,6.719468511694029
MAR-000018,VIS-0006,2024-06-11,Email,14.471281250216252
MAR-000947,VIS-0236,2023-10-08,SMS,9.70442214918771
MAR-001202,VIS-0290,2023-12-11,Push Notification,19.929122879635706
MAR-001360,VIS-0325,2023-08-06,Push Notification,15.996110395300072
MAR-000125,VIS-0026,2023-09-30,Email,13.65937599748716
MAR-000722,VIS-0181,2024-03-17,SMS,15.093262989530128
MAR-000645,VIS-0163,2023-08-12,Email,7.721947299177257
MAR-001686,VIS-0401,2023-10-28,Email,14.495295193770504
MAR-001434,VIS-0341,2023-11-12,Retarget Ad,16.227967166745227
MAR-000790,VIS-0199,2024-05-08,Push Notification,8.509069895044348
MAR-000459,VIS-0110,2024-04-09,Push Notification,25.58967274135747
MAR-001816,VIS-0432,2024-04-26,SMS,9.186797822057146
MAR-001552,VIS-0370,2023-08-20,Push Notification,0.1
MAR-001252,VIS-0302,2024-05-11,Push Notification,10.132884542262513
MAR-000431,VIS-0100,2023-09-23,SMS,11.86039721175302
MAR-000113,VIS-0024,2024-05-26,Email,12.448857852540081
MAR-000671,VIS-0169,2023-06-28,Email,0.1
MAR-000104,VIS-0023,2023-10-02,SMS,16.672698303384824
MAR-001007,VIS-0248,2024-06-27,Email,5.7225655149923895
MAR-000857,VIS-0211,2023-08-13,Email,13.71695180965039
MAR-001218,VIS-0294,2024-02-29,SMS,6.371351212845565
MAR-000401,VIS-0091,2024-05-09,Push Notification,4.374997014334632
MAR-000815,VIS-0202,2024-04-09,Retarget Ad,9.532047411238638
MAR-000340,VIS-0077,2023-09-09,Push Notification,3.2003955792355274
MAR-000422,VIS-0098,2024-03-18,Push Notification,9.00843991625274
MAR-000636,VIS-0160,2024-06-09,Push Notification,10.521381150353967
MAR-000934,VIS-0231,2024-05-15,SMS,20.00722714559191
MAR-001681,VIS-0400,2023-09-24,Retarget Ad,17.671069418712683
MAR-000217,VIS-0050,2023-06-26,SMS,26.35431024650196
MAR-001022,VIS-0250,2024-04-21,SMS,18.634874693258762
MAR-000561,VIS-0141,2024-01-11,Email,15.408254921421802
MAR-001109,VIS-0272,2024-02-28,Email,16.30726171994363
MAR-001302,VIS-0315,2024-05-02,Email,11.841025516196876
MAR-001570,VIS-0373,2023-12-29,Retarget Ad,22.422073949690873
MAR-001548,VIS-0369,2024-03-11,SMS,0.1
MAR-000654,VIS-0165,2023-12-01,SMS,6.609854830020942
MAR-000336,VIS-0076,2023-12-26,Retarget Ad,9.47330043405916
MAR-001666,VIS-0397,2023-11-06,Push Notification,9.189890966256357
MAR-001033,VIS-0253,2024-04-23,Retarget Ad,0.1
MAR-000541,VIS-0135,2024-04-24,Email,9.29825328168643
MAR-001486,VIS-0351,2024-01-22,Push Notification,15.091394354265095
MAR-001046,VIS-0257,2023-11-13,Push Notification,11.07658682354035
MAR-000740,VIS-0187,2024-06-28,Retarget Ad,0.5606636095669231
MAR-000213,VIS-0048,2023-12-02,Retarget Ad,23.215961609007884
MAR-001222,VIS-0294,2023-08-12,SMS,0.1
MAR-000168,VIS-0037,2023-07-16,Push Notification,6.691676507011999
MAR-000232,VIS-0052,2023-11-16,Email,15.116866640204247
MAR-000902,VIS-0222,2024-04-17,Retarget Ad,5.842979366350004
MAR-001491,VIS-0353,2023-08-29,Push Notification,0.1
MAR-000731,VIS-0185,2024-05-25,SMS,10.958317949372091
MAR-000600,VIS-0150,2023-06-22,Email,11.018749946689496
MAR-001135,VIS-0278,2023-10-13,Push Notification,3.66363500769023
MAR-001402,VIS-0333,2023-12-06,SMS,2.6929548634877216
MAR-000016,VIS-0005,2023-11-29,SMS,13.317625724589732
MAR-000246,VIS-0054,2023-12-12,Retarget Ad,0.548011877497486
MAR-001146,VIS-0280,2023-08-15,SMS,2.5391075109329693
MAR-000356,VIS-0080,2023-12-29,Retarget Ad,25.777244229681294
MAR-001018,VIS-0249,2024-05-17,Push Notification,10.268639032794027
MAR-001401,VIS-0333,2023-08-30,Push Notification,0.1
MAR-000742,VIS-0187,2023-08-15,Retarget Ad,2.9105815879690127
MAR-000449,VIS-0107,2024-01-30,SMS,6.731565541063931
MAR-000959,VIS-0237,2024-02-19,Retarget Ad,5.525498617931319
MAR-000319,VIS-0072,2024-06-23,Email,0.7495386187300062
MAR-000078,VIS-0016,2023-10-21,Retarget Ad,11.494776251023625
MAR-000292,VIS-0065,2023-07-30,Email,9.530591545045318
MAR-001600,VIS-0382,2024-05-10,SMS,0.1
MAR-000761,VIS-0191,2024-01-12,Email,15.299982419738496
MAR-001472,VIS-0349,2023-12-08,Push Notification,8.536017497074546
MAR-000194,VIS-0044,2023-08-17,Retarget Ad,10.648260526488398
MAR-001678,VIS-0399,2024-01-29,SMS,4.781297343211742
MAR-000493,VIS-0120,2023-06-09,SMS,7.500347466215124
MAR-000349,VIS-0079,2023-11-29,Retarget Ad,36.48365538968723
MAR-001538,VIS-0367,2024-02-13,SMS,4.801352135397144
MAR-000369,VIS-0082,2024-06-06,SMS,9.231229537004214
MAR-000659,VIS-0166,2024-02-11,SMS,12.775688446745754
MAR-000469,VIS-0112,2023-11-17,Email,7.853491297064861
MAR-000282,VIS-0062,2023-10-16,Push Notification,0.1
MAR-001758,VIS-0418,2023-12-18,SMS,5.5848259489270715
MAR-001282,VIS-0309,2024-03-18,SMS,0.1
MAR-000331,VIS-0075,2023-06-02,Email,
MAR-001081,VIS-0266,2023-08-24,Retarget Ad,21.437063617448185
MAR-000396,VIS-0089,2024-06-09,Retarget Ad,9.481856415855745
MAR-000837,VIS-0206,2024-05-01,SMS,0.1
MAR-000290,VIS-0065,2023-08-28,Retarget Ad,9.422698080916781
MAR-001044,VIS-0257,2023-08-22,SMS,3.6580836327673634
MAR-001225,VIS-0294,2023-08-28,Retarget Ad,2.5696260187064173
MAR-001645,VIS-0390,2023-11-05,SMS,18.092696155834126
MAR-000599,VIS-0150,2023-10-15,Push Notification,8.661990236746066
MAR-001765,VIS-0419,2023-09-23,SMS,17.573058339245637
MAR-000377,VIS-0083,2024-05-11,Email,15.978180089903145
MAR-001079,VIS-0265,2023-08-19,Push Notification,9.750595043296487
MAR-000515,VIS-0126,2024-06-17,Retarget Ad,15.311682494674937
MAR-001257,VIS-0304,2023-12-10,Push Notification,16.02493495191323
MAR-001005,VIS-0248,2024-05-17,Retarget Ad,0.1
MAR-000587,VIS-0146,2024-01-11,SMS,0.9931531599782844
MAR-000419,VIS-0097,2023-06-28,SMS,25.300361135027984
MAR-001652,VIS-0392,2024-03-28,Push Notification,9.394311412711236
MAR-001418,VIS-0336,2024-05-07,Email,6.438217837767548
MAR-000267,VIS-0058,2023-07-29,Push Notification,1.5745253778573827
MAR-001372,VIS-0328,2024-01-07,Push Notification,2.2687872163008223
MAR-000251,VIS-0055,2023-08-22,SMS,0.1
MAR-001646,VIS-0390,2023-09-05,SMS,9.79201232710983
MAR-000250,VIS-0055,2023-06-30,Retarget Ad,0.1
MAR-001579,VIS-0375,2023-08-09,Push Notification,19.001741166323495
MAR-000776,VIS-0195,2023-08-10,Push Notification,7.963522473945213
MAR-000293,VIS-0065,2024-01-09,Push Notification,21.658890192258703
MAR-001014,VIS-0249,2024-01-16,Push Notification,8.117935394645219
MAR-001495,VIS-0354,2023-07-29,Retarget Ad,9.959712272431753
MAR-000503,VIS-0123,2024-05-18,Retarget Ad,5.3227998805523935
MAR-001193,VIS-0289,2023-08-01,Email,16.955868586338756
MAR-001377,VIS-0329,2023-07-20,Retarget Ad,2.8763860855211787
MAR-000406,VIS-0094,2023-06-02,Email,16.854806370210365
MAR-001629,VIS-0388,2024-01-03,SMS,2.7250276177461217
MAR-000692,VIS-0174,2024-05-16,Email,21.52722299000746
MAR-000199,VIS-0046,2023-12-05,Email,10.92509703257458
MAR-000775,VIS-0195,2023-09-19,Retarget Ad,12.253789495346634
MAR-001761,VIS-0418,2023-10-09,Retarget Ad,17.699474612764632
MAR-000149,VIS-0031,2024-04-27,Email,13.448756414467889
MAR-000921,VIS-0227,2024-01-15,Retarget Ad,7.3788009790703555
MAR-001361,VIS-0325,2023-10-15,Push Notification,11.646743809032198
MAR-000562,VIS-0141,2024-06-04,SMS,8.329862320456705
MAR-001720,VIS-0408,2024-05-05,SMS,20.63234845505105
MAR-000028,VIS-0007,2023-08-18,Retarget Ad,21.604574635979517
MAR-000408,VIS-0094,2023-07-26,Email,9.60544074322319
MAR-000814,VIS-0202,2023-11-09,Push Notification,20.801372818219534
MAR-000884,VIS-0219,2023-11-26,Retarget Ad,7.685988469450754
MAR-001464,VIS-0348,2024-05-10,Retarget Ad,15.726615122541766
MAR-001526,VIS-0363,2023-08-23,Email,1.8856716743117894
MAR-001187,VIS-0288,2023-11-02,Push Notification,9.54534720469006
MAR-001705,VIS-0404,2023-07-25,Email,23.837237846680075
MAR-001268,VIS-0307,2023-09-10,Push Notification,13.610687031966208
MAR-000635,VIS-0160,2023-07-17,SMS,13.806711600514035
MAR-000489,VIS-0118,2024-03-14,SMS,7.6018976117572405
MAR-001428,VIS-0339,2023-09-07,SMS,12.417895773561774
MAR-000683,VIS-0172,2023-12-18,Email,12.16508149832241
MAR-001624,VIS-0387,2023-12-31,Retarget Ad,3.543448476050173
MAR-000968,VIS-0240,2023-07-13,Retarget Ad,19.918632224025107
MAR-000391,VIS-0088,2024-03-11,Push Notification,4.166129442589078
MAR-000686,VIS-0173,2024-01-21,Retarget Ad,11.25826810526883
MAR-001817,VIS-0432,2023-10-06,Retarget Ad,17.082417676057926
MAR-001740,VIS-0413,2024-03-29,Retarget Ad,16.60549206153059
MAR-000109,VIS-0023,2024-05-13,Email,0.24818758925201934
MAR-000097,VIS-0021,2023-08-01,Email,11.552676312615327
MAR-000247,VIS-0054,2024-01-05,Retarget Ad,4.620784601710625
MAR-000826,VIS-0204,2023-12-24,SMS,8.239552638433183
MAR-000712,VIS-0178,2024-02-04,SMS,7.220778134316251
MAR-001072,VIS-0265,2023-08-20,Retarget Ad,10.545247156488744
MAR-000672,VIS-0169,2024-06-05,Email,19.98178747904495
MAR-000037,VIS-0008,2023-08-02,Push Notification,0.1
MAR-001689,VIS-0401,2024-06-11,SMS,14.140009629542192
MAR-001659,VIS-0394,2024-05-08,Email,1.4949795036163067
MAR-000045,VIS-0010,2023-09-24,Email,15.552888574008165
MAR-001715,VIS-0406,2024-05-16,Email,17.08610159452852
MAR-000870,VIS-0215,2024-06-15,SMS,25.896726659526518
MAR-000467,VIS-0111,2024-04-29,SMS,8.633401882815692
MAR-000757,VIS-0190,2023-09-17,Push Notification,19.018926507038763
MAR-001160,VIS-0283,2023-10-21,Push Notification,20.682000585592657
MAR-001779,VIS-0425,2024-05-19,SMS,10.811847936467442
MAR-000954,VIS-0237,2023-10-03,Email,5.23022040525416
MAR-000886,VIS-0219,2024-04-18,SMS,8.245129031643833
MAR-000398,VIS-0090,2024-01-14,SMS,0.1
MAR-000522,VIS-0130,2023-10-09,Email,11.912058791902192
MAR-000126,VIS-0026,2023-08-19,SMS,5.320242389832405
MAR-001333,VIS-0320,2023-09-02,Email,16.84254882856881
MAR-001091,VIS-0269,2024-01-28,Retarget Ad,9.53507132623635
MAR-001746,VIS-0414,2024-02-29,Push Notification,4.153693203261316
MAR-000604,VIS-0152,2024-01-13,Push Notification,15.70529051456069
MAR-001180,VIS-0287,2024-01-19,Push Notification,0.1
MAR-000577,VIS-0144,2024-06-14,Email,21.792165050229354
MAR-000664,VIS-0168,2023-07-15,SMS,18.388827925671613
MAR-000328,VIS-0074,2023-06-27,SMS,5.447790357076786
MAR-000353,VIS-0080,2023-10-15,Email,7.922236107912601
MAR-001188,VIS-0288,2024-06-19,Push Notification,1.391220145440359
MAR-000632,VIS-0160,2023-11-12,Push Notification,12.479238748684226
MAR-000130,VIS-0026,2023-10-25,Email,5.887252218302794
MAR-001499,VIS-0355,2024-05-20,SMS,1.3760152779432584
MAR-000233,VIS-0052,2023-08-22,SMS,
MAR-001637,VIS-0389,2023-06-23,Push Notification,18.382452287300875
MAR-000386,VIS-0087,2023-12-29,Push Notification,20.462945014454274
MAR-000249,VIS-0054,2024-06-22,Retarget Ad,0.39150129586045335
MAR-001810,VIS-0431,2023-12-10,Push Notification,19.236836774830373
MAR-001684,VIS-0401,2023-10-31,SMS,11.079112119031718
MAR-001394,VIS-0331,2024-04-26,SMS,0.1
MAR-000451,VIS-0108,2024-06-29,Retarget Ad,17.271809012214998
MAR-000520,VIS-0130,2024-06-22,Retarget Ad,12.23276095364133
MAR-001200,VIS-0290,2024-01-19,Push Notification,25.442230962665104
MAR-001477,VIS-0350,2024-01-09,Retarget Ad,10.400502136070898
MAR-001082,VIS-0266,2024-02-18,SMS,2.889273465698526
MAR-000594,VIS-0149,2023-12-14,Email,26.83350226692509
MAR-000116,VIS-0024,2024-01-22,Retarget Ad,7.128769504015802
MAR-001832,VIS-0436,2024-05-21,SMS,7.9783338397738675
MAR-001381,VIS-0329,2023-08-27,SMS,10.426103458858629
MAR-001743,VIS-0413,2023-07-07,Email,10.310400691013882
MAR-000450,VIS-0107,2023-08-29,SMS,6.881429459506935
MAR-001828,VIS-0436,2024-01-11,Retarget Ad,
MAR-001326,VIS-0319,2024-05-16,Retarget Ad,17.649234265208346
MAR-000626,VIS-0159,2023-09-11,Push Notification,8.827109639366721
MAR-001313,VIS-0316,2023-09-26,Push Notification,3.769155455028958
MAR-001462,VIS-0348,2023-09-06,Email,6.387065805933809
MAR-001665,VIS-0397,2024-04-09,Email,9.66387223330653
MAR-001133,VIS-0278,2023-08-17,Retarget Ad,5.859145302549367
MAR-001590,VIS-0379,2023-10-04,SMS,11.487158616063386
MAR-001214,VIS-0293,2024-01-28,Email,2.593324389204042
MAR-000923,VIS-0228,2024-06-16,Email,
MAR-000276,VIS-0060,2023-12-03,Push Notification,32.19714399306869
MAR-000326,VIS-0073,2023-12-11,Retarget Ad,
MAR-001102,VIS-0270,2024-02-09,SMS,6.485810339005196
MAR-001453,VIS-0345,2023-07-19,Push Notification,18.490031247217967
MAR-000049,VIS-0012,2023-10-24,Push Notification,23.091324343947665
MAR-001019,VIS-0250,2024-05-10,SMS,26.41424191715834
MAR-001208,VIS-0291,2023-12-21,Email,
MAR-000825,VIS-0204,2023-06-26,SMS,9.495238002396267
MAR-001584,VIS-0376,2024-04-19,Push Notification,4.838773323441476
MAR-000041,VIS-0009,2023-07-23,Push Notification,11.148673490676156
MAR-000835,VIS-0206,2023-10-04,Email,4.4805938863041
MAR-001196,VIS-0289,2024-05-14,Retarget Ad,18.743715666545363
MAR-001802,VIS-0430,2024-02-24,SMS,5.787115606617351
MAR-000458,VIS-0109,2023-07-01,Email,0.1
MAR-000069,VIS-0015,2024-04-11,Push Notification,10.058204223336272
MAR-000517,VIS-0128,2023-09-28,Retarget Ad,9.671976744610117
MAR-001456,VIS-0345,2024-01-29,Push Notification,15.11511415932821
MAR-000269,VIS-0059,2024-01-23,Push Notification,0.6871332272916479
MAR-001205,VIS-0291,2023-06-28,Retarget Ad,0.1
MAR-001114,VIS-0273,2024-02-05,Retarget Ad,19.30620716273685
MAR-000237,VIS-0052,2023-07-05,Email,13.420445415497664
MAR-000838,VIS-0206,2024-05-23,Push Notification,2.1806354853040917
MAR-000318,VIS-0072,2024-04-24,Retarget Ad,4.151417718400854
MAR-000736,VIS-0186,2023-07-14,Retarget Ad,20.68695765707315
MAR-001324,VIS-0318,2023-06-02,Retarget Ad,11.450731871990477
MAR-001447,VIS-0344,2023-08-07,Push Notification,14.880617001948842
MAR-000969,VIS-0240,2024-01-03,Push Notification,12.160179354233735
MAR-000496,VIS-0122,2024-03-29,SMS,4.686446920036717
MAR-000721,VIS-0180,2024-02-12,Retarget Ad,3.4124463210160227
MAR-001521,VIS-0362,2023-06-14,Retarget Ad,2.0856400198569394
MAR-001125,VIS-0276,2024-01-12,Email,0.1
MAR-001010,VIS-0248,2023-09-16,Email,12.593465827344275
MAR-001151,VIS-0281,2023-06-14,Email,6.418342340921896
MAR-000420,VIS-0097,2024-05-22,Push Notification,16.680247913835558
MAR-000817,VIS-0203,2023-12-07,Retarget Ad,19.89922801132808
MAR-000223,VIS-0050,2023-11-13,Push Notification,10.793459828733765
MAR-000912,VIS-0225,2024-03-28,Email,2.984581546716595
MAR-001814,VIS-0432,2024-02-11,Push Notification,13.07092022015555
MAR-001711,VIS-0406,2024-03-18,Retarget Ad,11.875051421075439
MAR-001345,VIS-0322,2023-12-29,Retarget Ad,7.316147898308753
MAR-000773,VIS-0195,2024-02-25,Push Notification,11.532562310953127
MAR-000590,VIS-0147,2024-05-24,Retarget Ad,23.905660036163283
MAR-000639,VIS-0162,2024-01-28,SMS,14.762037716268084
MAR-000296,VIS-0067,2024-01-26,SMS,3.3061237771032363
MAR-000675,VIS-0169,2024-05-19,Retarget Ad,17.466010979522103
MAR-000521,VIS-0130,2023-08-23,SMS,13.084107084070235
MAR-001273,VIS-0307,2023-12-13,Email,8.890421852554013
MAR-000107,VIS-0023,2023-08-15,Retarget Ad,11.248909024264096
MAR-001582,VIS-0376,2024-01-14,SMS,0.1
MAR-000709,VIS-0178,2023-08-22,Retarget Ad,7.613669789943906
MAR-001042,VIS-0257,2023-08-21,SMS,11.78071080937225
MAR-001304,VIS-0315,2023-08-05,SMS,4.485616729786122
MAR-000729,VIS-0185,2023-06-14,Email,6.156748387950316
MAR-001606,VIS-0384,2023-08-06,Push Notification,12.568514367967556
MAR-001641,VIS-0390,2024-01-15,Retarget Ad,11.726721264025024
MAR-000809,VIS-0202,2023-09-29,SMS,15.613977401498229
MAR-000257,VIS-0055,2023-11-19,SMS,0.1
MAR-000270,VIS-0059,2024-05-04,Email,6.461451164954512
MAR-000821,VIS-0203,2023-12-16,SMS,18.82613669775052
MAR-000379,VIS-0084,2024-04-08,Email,6.299527893977554
MAR-000710,VIS-0178,2023-06-07,Push Notification,0.1
MAR-000898,VIS-0221,2023-11-08,Email,0.1
MAR-001775,VIS-0423,2024-03-07,Retarget Ad,6.85605960349601
MAR-001423,VIS-0337,2023-06-22,Retarget Ad,13.472390283977596
MAR-000560,VIS-0141,2024-01-23,Retarget Ad,9.884743257130708
MAR-000804,VIS-0201,2023-12-11,Push Notification,10.095757975448446
MAR-001387,VIS-0330,2023-11-13,Retarget Ad,16.073366473763503
MAR-000084,VIS-0017,2023-09-29,SMS,14.236947164902606
MAR-001137,VIS-0278,2024-06-11,Push Notification,
MAR-001275,VIS-0307,2024-04-06,SMS,15.943087524609949
MAR-001325,VIS-0318,2023-07-08,Push Notification,12.390145560321887
MAR-000633,VIS-0160,2023-10-15,Email,16.729570353621845
MAR-000026,VIS-0007,2023-11-08,Email,10.12331752207455
MAR-000208,VIS-0047,2023-12-01,Push Notification,2.5569757688466823
MAR-000272,VIS-0059,2023-12-27,Push Notification,13.871199795216686
MAR-000268,VIS-0058,2023-12-31,Push Notification,2.4160673776760646
MAR-001186,VIS-0288,2023-09-02,Push Notification,9.557472278556482
MAR-001509,VIS-0360,2023-07-23,SMS,8.860586343259957
MAR-000958,VIS-0237,2024-04-08,Email,8.061115782724677
MAR-001671,VIS-0397,2023-07-20,Push Notification,0.1
MAR-000314,VIS-0071,2023-08-13,Push Notification,1.502411346721432
MAR-001436,VIS-0342,2023-12-29,Email,6.509398752014862
MAR-001371,VIS-0328,2024-05-14,Push Notification,0.1
MAR-000553,VIS-0140,2023-07-07,Push Notification,8.40101803450208
MAR-000943,VIS-0234,2023-12-25,Email,0.1
MAR-000572,VIS-0143,2024-06-21,Push Notification,15.378885559753524
MAR-001476,VIS-0350,2023-10-25,Retarget Ad,3.846157298237615
MAR-001150,VIS-0281,2023-08-10,Push Notification,7.555331276782533
MAR-000649,VIS-0164,2023-08-28,SMS,8.647337670143616
MAR-001076,VIS-0265,2023-10-24,SMS,6.864025052294224
MAR-000239,VIS-0053,2024-06-25,SMS,8.498040711297758
MAR-001234,VIS-0299,2023-10-05,Push Notification,4.671593837660988
MAR-001128,VIS-0277,2024-04-21,Email,9.602434137752478
MAR-001013,VIS-0249,2023-08-19,Push Notification,16.726031079751095
MAR-000811,VIS-0202,2024-05-31,SMS,11.317663195697378
MAR-001691,VIS-0402,2024-02-09,Push Notification,5.544306349230069
MAR-000687,VIS-0173,2024-03-28,SMS,1.5467025000627461
MAR-001713,VIS-0406,2023-06-21,Push Notification,14.506641454146692
MAR-000787,VIS-0198,2023-06-11,Retarget Ad,17.988577175863767
MAR-000861,VIS-0211,2023-09-17,Push Notification,21.87270400628177
MAR-000372,VIS-0083,2024-05-21,Push Notification,18.148984748260602
MAR-001332,VIS-0320,2023-07-11,SMS,17.205436779224904
MAR-000002,VIS-0002,2023-06-14,SMS,23.713343429491964
MAR-000012,VIS-0005,2023-11-02,Email,8.643509134177886
MAR-000170,VIS-0037,2023-07-03,SMS,6.556810854986147
