record_id,customer_id,session_date,pages_viewed,bounce_flag
SES-000527,VIS-0060,2024-06-02,1.0,False
SES-002920,VIS-0314,2023-07-01,15.0,True
SES-003952,VIS-0424,2023-08-17,1.0,False
SES-002951,VIS-0318,2024-05-05,3.0,False
SES-001423,VIS-0155,2024-01-04,6.0,True
SES-001864,VIS-0202,2023-09-03,6.0,False
SES-000046,VIS-0005,2024-01-02,15.0,False
SES-001986,VIS-0217,2023-06-12,5.0,False
SES-003810,VIS-0409,2023-11-22,7.0,False
SES-003653,VIS-0392,2023-12-31,9.0,False
SES-001859,VIS-0201,2023-06-06,9.0,False
SES-001116,VIS-0122,2023-08-14,19.0,False
SES-001615,VIS-0176,2024-06-15,11.0,False
SES-001484,VIS-0162,2024-02-14,5.0,False
SES-000054,VIS-0005,2024-01-25,18.0,True
SES-000230,VIS-0026,2024-06-12,1.0,False
SES-002604,VIS-0282,2023-07-02,7.0,False
SES-002534,VIS-0276,2023-07-17,5.0,True
SES-003929,VIS-0423,2023-08-05,10.0,False
SES-000769,VIS-0085,2023-09-20,3.0,True
SES-000515,VIS-0058,2024-03-19,6.0,False
SES-002695,VIS-0292,2023-09-24,17.0,False
SES-003574,VIS-0383,2023-09-08,6.0,False
SES-001124,VIS-0122,2023-11-08,13.0,True
SES-000164,VIS-0020,2024-05-05,5.0,True
SES-002072,VIS-0225,2023-08-18,1.0,False
SES-000408,VIS-0046,2023-07-19,19.0,False
SES-002848,VIS-0307,2024-03-18,8.0,False
SES-000524,VIS-0060,2023-07-21,1.0,False
SES-002289,VIS-0251,2024-04-25,5.0,False
SES-000072,VIS-0008,2023-09-18,6.0,False
SES-000847,VIS-0093,2023-08-02,6.0,True
SES-000372,VIS-0043,2023-09-12,12.0,False
SES-002633,VIS-0285,2024-01-27,9.0,False
SES-002662,VIS-0289,2023-09-13,19.0,True
SES-003230,VIS-0346,2023-06-28,1.0,False
SES-003707,VIS-0398,2023-12-19,14.0,False
SES-000506,VIS-0057,2023-11-01,9.0,True
SES-003478,VIS-0374,2024-02-14,6.0,True
SES-000106,VIS-0011,2023-07-24,1.0,False
SES-001929,VIS-0210,2023-10-24,16.0,False
SES-001919,VIS-0209,2024-02-02,3.0,False
SES-002429,VIS-0266,2023-06-28,7.0,True
SES-003879,VIS-0417,2024-04-18,10.0,False
SES-002052,VIS-0223,2024-05-08,5.0,False
SES-001303,VIS-0141,2023-10-19,1.0,True
SES-002483,VIS-0271,2024-06-23,12.0,True
SES-003538,VIS-0380,2024-04-29,12.0,False
SES-000539,VIS-0061,2024-03-29,14.0,False
SES-000482,VIS-0055,2024-05-08,4.0,False
SES-000852,VIS-0094,2023-08-15,1.0,False
SES-001159,VIS-0126,2024-01-08,11.0,False
SES-003617,VIS-0388,2024-01-25,6.0,False
SES-000765,VIS-0085,2024-05-30,5.0,False
SES-000804,VIS-0089,2024-06-24,10.0,False
SES-003321,VIS-0356,2024-04-21,7.0,False
SES-003968,VIS-0427,2024-02-17,18.0,False
SES-002423,VIS-0266,2024-03-06,12.0,True
SES-000985,VIS-0108,2023-09-15,10.0,False
SES-002505,VIS-0273,2024-06-01,15.0,False
SES-003475,VIS-0373,2024-05-16,9.0,False
SES-003551,VIS-0381,2024-03-26,7.0,True
SES-001082,VIS-0119,2024-01-22,2.0,False
SES-003655,VIS-0392,2023-12-25,12.0,False
SES-001999,VIS-0218,2023-06-27,9.0,False
SES-002696,VIS-0292,2023-08-31,11.0,False
SES-000300,VIS-0035,2024-02-04,2.0,False
SES-002924,VIS-0315,2024-02-01,8.0,False
SES-001686,VIS-0184,2024-04-20,17.0,False
SES-003001,VIS-0322,2024-06-26,10.0,True
SES-004038,VIS-0435,2024-04-21,14.0,False
SES-002960,VIS-0319,2024-03-26,1.0,False
SES-001781,VIS-0194,2023-10-02,7.0,False
SES-001782,VIS-0194,2023-07-06,12.0,False
SES-001949,VIS-0212,2023-09-08,4.0,False
SES-002250,VIS-0247,2024-02-02,3.0,True
SES-003992,VIS-0429,2023-08-13,4.0,True
SES-002826,VIS-0304,2023-07-27,3.0,False
SES-001184,VIS-0128,2024-06-19,14.0,False
SES-002383,VIS-0262,2023-11-05,5.0,False
SES-002651,VIS-0287,2023-06-17,19.0,False
SES-000180,VIS-0021,2023-09-16,3.0,True
SES-002646,VIS-0286,2023-10-04,19.0,False
SES-003839,VIS-0412,2024-02-01,1.0,True
SES-002753,VIS-0297,2024-02-19,3.0,True
SES-003813,VIS-0409,2024-03-04,7.0,False
SES-003315,VIS-0355,2024-01-19,3.0,True
SES-001544,VIS-0168,2024-02-12,2.0,True
SES-002805,VIS-0303,2024-06-16,2.0,False
SES-000516,VIS-0059,2023-07-22,19.0,False
SES-002104,VIS-0229,2023-06-09,1.0,True
SES-002880,VIS-0311,2023-08-15,4.0,True
SES-000298,VIS-0035,2023-11-08,6.0,False
SES-000782,VIS-0086,2024-02-25,12.0,False
SES-001933,VIS-0211,2023-07-22,1.0,False
SES-003942,VIS-0424,2023-08-09,1.0,False
SES-001532,VIS-0167,2024-06-11,1.0,False
SES-001294,VIS-0140,2023-11-20,14.0,True
SES-001867,VIS-0202,2024-04-27,10.0,True
SES-001316,VIS-0143,2023-08-19,11.0,True
SES-002182,VIS-0238,2023-06-08,17.0,False
SES-001137,VIS-0124,2023-07-10,1.0,True
SES-000503,VIS-0057,2023-10-17,10.0,False
SES-001320,VIS-0143,2024-03-19,7.0,False
SES-000294,VIS-0035,2024-04-22,2.0,False
SES-002959,VIS-0319,2023-06-17,1.0,True
SES-001284,VIS-0139,2023-11-22,1.0,True
SES-001094,VIS-0120,2023-08-10,13.0,False
SES-002418,VIS-0265,2024-04-29,6.0,False
SES-000954,VIS-0106,2023-09-25,11.0,False
SES-002159,VIS-0235,2024-04-10,10.0,False
SES-000519,VIS-0059,2023-10-03,17.0,False
SES-003278,VIS-0351,2023-11-10,1.0,False
SES-001407,VIS-0154,2024-06-18,8.0,False
SES-002822,VIS-0304,2023-07-23,1.0,True
SES-002359,VIS-0259,2024-01-28,1.0,True
SES-001191,VIS-0129,2024-02-24,7.0,False
SES-003261,VIS-0350,2023-10-26,13.0,False
SES-003809,VIS-0409,2024-05-12,15.0,True
SES-000234,VIS-0027,2024-02-06,8.0,True
SES-000407,VIS-0046,2023-11-16,21.0,False
SES-002326,VIS-0255,2023-08-11,2.0,True
SES-001019,VIS-0112,2023-09-02,10.0,False
SES-000138,VIS-0015,2023-06-04,10.0,False
SES-003680,VIS-0395,2023-12-13,10.0,False
SES-003065,VIS-0330,2023-12-26,1.0,False
SES-003540,VIS-0380,2023-09-09,5.0,False
SES-000828,VIS-0091,2024-01-21,11.0,True
SES-003049,VIS-0329,2023-06-20,3.0,False
SES-002074,VIS-0225,2023-07-18,3.0,False
SES-003656,VIS-0392,2024-03-21,13.0,True
SES-002035,VIS-0222,2024-05-23,8.0,True
SES-001717,VIS-0188,2024-04-29,4.0,False
SES-002163,VIS-0236,2024-01-11,10.0,True
SES-000473,VIS-0055,2023-08-28,1.0,True
SES-000155,VIS-0018,2023-12-28,9.0,False
SES-000688,VIS-0077,2024-03-10,12.0,False
SES-003095,VIS-0333,2024-03-23,1.0,False
SES-001803,VIS-0196,2023-09-24,1.0,False
SES-003800,VIS-0408,2024-04-12,10.0,False
SES-001291,VIS-0140,2024-01-30,15.0,False
SES-000315,VIS-0036,2023-11-06,6.0,False
SES-002963,VIS-0319,2023-09-14,1.0,False
SES-002460,VIS-0269,2023-07-22,10.0,True
SES-002252,VIS-0247,2024-03-21,3.0,True
SES-002589,VIS-0281,2024-06-25,2.0,False
SES-002442,VIS-0267,2023-12-24,1.0,False
SES-000514,VIS-0058,2024-05-22,4.0,True
SES-001430,VIS-0156,2024-06-16,8.0,False
SES-004029,VIS-0435,2023-10-01,8.0,False
SES-001853,VIS-0200,2023-07-11,14.0,False
SES-002501,VIS-0272,2024-02-21,17.0,False
SES-000153,VIS-0018,2023-10-10,11.0,False
SES-000980,VIS-0108,2023-06-14,7.0,True
SES-000776,VIS-0085,2023-06-29,3.0,False
SES-004012,VIS-0432,2023-09-25,2.0,False
SES-001748,VIS-0190,2023-09-08,9.0,False
SES-002101,VIS-0229,2023-11-13,5.0,False
SES-001643,VIS-0179,2023-07-18,5.0,False
SES-003742,VIS-0401,2024-03-13,17.0,False
SES-002988,VIS-0321,2024-04-25,15.0,False
SES-000662,VIS-0074,2023-07-21,25.824102572245742,False
SES-003173,VIS-0341,2024-01-23,5.0,True
SES-002441,VIS-0267,2024-03-15,1.0,False
SES-003289,VIS-0353,2023-12-24,1.0,False
SES-000493,VIS-0056,2024-06-05,9.0,False
SES-003298,VIS-0354,2024-05-12,9.0,True
SES-000363,VIS-0042,2023-08-18,1.0,False
SES-003438,VIS-0369,2024-05-19,1.0,True
SES-002195,VIS-0240,2023-12-28,2.0,True
SES-002111,VIS-0230,2023-11-08,1.0,False
SES-002510,VIS-0273,2024-02-14,20.0,False
SES-001361,VIS-0148,2023-06-24,16.0,False
SES-003187,VIS-0343,2023-11-02,10.0,False
SES-002194,VIS-0240,2023-09-11,1.0,False
SES-001639,VIS-0179,2023-08-24,1.0,False
SES-000654,VIS-0073,2023-10-13,7.0,False
SES-001185,VIS-0128,2024-03-08,17.0,False
SES-001620,VIS-0177,2023-10-27,1.0,False
SES-000128,VIS-0014,2023-10-31,12.0,True
SES-001700,VIS-0185,2024-03-27,1.0,True
SES-002784,VIS-0301,2023-07-01,3.0,False
SES-000851,VIS-0094,2023-08-30,1.0,True
SES-001123,VIS-0122,2024-04-29,16.0,True
SES-000444,VIS-0050,2023-12-09,4.0,False
SES-001374,VIS-0150,2024-04-07,5.0,True
SES-002504,VIS-0273,2024-01-23,17.0,False
SES-000675,VIS-0075,2024-02-15,15.0,True
SES-002992,VIS-0322,2023-07-10,12.0,True
SES-001512,VIS-0165,2024-05-11,7.0,False
SES-001457,VIS-0159,2023-06-16,9.0,False
SES-001452,VIS-0158,2023-10-02,13.0,True
SES-003353,VIS-0359,2023-12-09,3.0,True
SES-001414,VIS-0154,2024-05-22,4.0,False
SES-002629,VIS-0285,2024-06-13,6.0,False
SES-000972,VIS-0107,2024-05-04,10.0,False
SES-002940,VIS-0317,2024-04-09,11.0,False
SES-001016,VIS-0112,2024-03-09,5.0,True
SES-002767,VIS-0299,2023-10-02,9.0,False
SES-003241,VIS-0347,2024-01-26,12.0,False
SES-002401,VIS-0263,2024-04-16,2.0,True
SES-000573,VIS-0064,2023-08-09,9.0,False
SES-003020,VIS-0325,2024-04-10,6.0,True
SES-001125,VIS-0122,2024-05-04,10.0,False
SES-003265,VIS-0350,2024-03-15,10.0,False
SES-002603,VIS-0282,2023-06-10,7.0,True
SES-000965,VIS-0106,2023-08-08,9.0,False
SES-002943,VIS-0317,2024-02-16,7.0,False
SES-002937,VIS-0316,2024-01-09,10.0,True
SES-002601,VIS-0282,2024-03-16,6.0,False
SES-000707,VIS-0079,2024-01-28,4.0,True
SES-001967,VIS-0214,2023-10-25,8.0,True
SES-002628,VIS-0285,2024-02-09,11.0,False
SES-002175,VIS-0237,2024-01-10,2.0,True
SES-003376,VIS-0362,2023-11-26,2.0,False
SES-002829,VIS-0305,2023-07-01,11.0,False
SES-001841,VIS-0199,2023-06-23,10.0,False
SES-003496,VIS-0376,2024-01-12,7.0,False
SES-001927,VIS-0209,2024-06-28,1.0,False
SES-002145,VIS-0234,2023-11-16,1.0,False
SES-000291,VIS-0034,2024-05-09,2.0,False
SES-001205,VIS-0131,2024-03-05,1.0,True
SES-000891,VIS-0098,2024-05-10,5.0,False
SES-003834,VIS-0412,2024-03-31,1.0,True
SES-003741,VIS-0401,2024-06-28,17.0,False
SES-000067,VIS-0008,2023-12-25,5.0,True
SES-001504,VIS-0164,2024-03-16,2.0,False
SES-001880,VIS-0204,2023-12-24,8.0,False
SES-002301,VIS-0253,2024-06-05,9.0,False
SES-001301,VIS-0141,2023-06-19,3.0,False
SES-002026,VIS-0221,2023-11-16,2.0,False
SES-003212,VIS-0345,2023-09-14,21.0,False
SES-003954,VIS-0425,2023-12-28,12.0,True
SES-003136,VIS-0337,2023-07-26,1.0,False
SES-000097,VIS-0011,2024-05-12,1.0,False
SES-003516,VIS-0378,2024-02-16,1.0,False
SES-003354,VIS-0359,2023-10-30,2.0,False
SES-001469,VIS-0161,2023-08-07,1.0,False
SES-002693,VIS-0292,2024-06-19,16.0,False
SES-003274,VIS-0351,2024-04-26,2.0,False
SES-000715,VIS-0080,2024-03-11,3.0,True
SES-003533,VIS-0380,2023-07-09,6.0,True
SES-001578,VIS-0172,2024-05-07,3.0,False
SES-001062,VIS-0116,2023-07-25,10.0,False
SES-001947,VIS-0212,2024-03-18,7.0,False
SES-003091,VIS-0332,2023-06-30,2.0,False
SES-001130,VIS-0123,2024-05-11,22.0,False
SES-003456,VIS-0371,2023-08-17,15.0,False
SES-003327,VIS-0357,2023-07-23,1.0,False
SES-002836,VIS-0305,2024-06-07,8.0,False
SES-000306,VIS-0035,2024-01-26,7.0,True
SES-002273,VIS-0249,2023-12-07,5.0,False
SES-003364,VIS-0360,2024-04-07,16.0,False
SES-003969,VIS-0427,2024-01-12,14.0,False
SES-001226,VIS-0133,2024-05-29,13.0,False
SES-003691,VIS-0397,2024-05-08,14.0,False
SES-003838,VIS-0412,2023-06-09,1.0,False
SES-003873,VIS-0417,2023-07-27,8.0,True
SES-003069,VIS-0330,2024-03-07,2.0,True
SES-001621,VIS-0177,2023-06-04,1.0,False
SES-001660,VIS-0181,2024-03-07,4.0,False
SES-002236,VIS-0245,2024-02-23,5.0,False
SES-002873,VIS-0309,2023-11-09,-24.702057332327154,False
SES-003362,VIS-0360,2023-09-03,8.0,True
SES-002690,VIS-0291,2023-12-31,2.0,False
SES-003401,VIS-0364,2024-04-10,10.0,False
SES-003207,VIS-0344,2024-01-23,11.0,True
SES-002217,VIS-0243,2024-02-10,12.0,False
SES-001299,VIS-0141,2023-08-21,1.0,False
SES-001443,VIS-0157,2024-01-26,14.0,False
SES-000643,VIS-0071,2024-06-22,5.0,False
SES-003529,VIS-0379,2024-02-07,8.0,False
SES-002881,VIS-0311,2024-06-26,1.0,False
SES-001966,VIS-0214,2024-03-06,5.0,False
SES-000552,VIS-0062,2023-10-30,12.0,False
SES-000416,VIS-0047,2024-06-24,3.0,True
SES-002674,VIS-0289,2023-10-04,22.0,True
SES-001173,VIS-0127,2024-01-26,12.0,False
SES-001408,VIS-0154,2023-07-11,9.0,False
SES-003466,VIS-0372,2023-11-21,3.0,False
SES-000848,VIS-0093,2024-01-06,2.0,True
SES-003300,VIS-0354,2024-01-06,8.0,False
SES-000564,VIS-0063,2023-11-11,7.0,False
SES-000821,VIS-0091,2024-06-11,4.0,False
SES-002472,VIS-0270,2024-02-09,15.0,True
SES-003104,VIS-0334,2024-02-06,9.0,False
SES-001261,VIS-0137,2023-12-21,15.0,False
SES-001028,VIS-0113,2023-11-14,11.0,True
SES-002038,VIS-0222,2023-12-15,6.0,True
SES-002315,VIS-0254,2024-05-15,14.0,True
SES-001024,VIS-0113,2024-06-16,12.0,False
SES-000702,VIS-0079,2024-02-11,1.0,False
SES-000272,VIS-0032,2023-08-15,16.0,False
SES-001699,VIS-0185,2023-10-29,1.0,False
SES-002476,VIS-0270,2024-03-27,12.0,True
SES-000112,VIS-0012,2023-06-03,20.0,False
SES-001447,VIS-0158,2024-05-26,12.0,False
SES-002275,VIS-0249,2024-06-05,11.0,False
SES-003645,VIS-0391,2024-06-29,8.0,False
SES-001216,VIS-0132,2023-11-09,6.0,False
SES-002549,VIS-0277,2023-09-01,15.0,False
SES-003345,VIS-0358,2024-02-28,17.0,True
SES-002985,VIS-0321,2024-04-25,39.415237272851286,False
SES-003693,VIS-0397,2023-09-25,9.0,False
SES-003627,VIS-0390,2023-08-24,6.0,True
SES-003391,VIS-0363,2023-11-01,15.0,False
SES-000030,VIS-0003,2023-10-05,9.0,False
SES-000716,VIS-0080,2023-06-12,6.0,False
SES-001670,VIS-0182,2023-08-31,1.0,False
SES-002432,VIS-0267,2023-08-18,3.0,False
SES-000755,VIS-0084,2023-07-22,17.0,False
SES-000618,VIS-0069,2023-09-25,12.0,False
SES-002306,VIS-0253,2024-04-18,9.0,False
SES-001795,VIS-0195,2023-06-28,18.0,True
SES-002870,VIS-0309,2023-12-27,6.0,False
SES-003671,VIS-0394,2024-05-29,3.0,False
SES-001109,VIS-0121,2024-01-12,2.0,False
SES-002129,VIS-0232,2023-12-22,5.0,True
SES-003902,VIS-0420,2023-11-05,13.0,False
SES-001760,VIS-0192,2024-04-22,9.0,False
SES-002518,VIS-0274,2023-09-05,3.0,False
SES-002342,VIS-0256,2024-01-19,11.0,False
SES-003624,VIS-0389,2023-09-21,3.0,False
SES-001737,VIS-0190,2024-02-26,8.0,False
SES-001604,VIS-0175,2024-02-07,1.0,False
SES-003819,VIS-0410,2024-04-26,12.0,False
SES-000192,VIS-0023,2024-04-25,16.0,False
SES-002069,VIS-0225,2024-05-15,5.0,False
SES-002816,VIS-0304,2024-05-16,1.0,False
SES-002290,VIS-0252,2024-01-08,6.0,False
SES-003602,VIS-0386,2023-07-22,3.0,False
SES-002956,VIS-0318,2024-04-07,3.0,True
SES-002526,VIS-0275,2024-02-06,7.0,False
SES-001273,VIS-0138,2023-08-16,2.0,False
SES-003121,VIS-0335,2024-04-20,6.0,False
SES-001719,VIS-0188,2024-05-21,2.0,True
SES-001314,VIS-0142,2023-10-11,8.0,False
SES-001463,VIS-0160,2024-04-29,1.0,False
SES-001728,VIS-0189,2023-07-28,19.0,False
SES-001042,VIS-0115,2023-09-18,15.0,False
SES-001839,VIS-0199,2023-12-28,6.0,False
SES-004004,VIS-0430,2024-04-23,1.0,False
SES-003259,VIS-0349,2024-05-25,3.0,False
SES-002728,VIS-0295,2024-01-10,17.0,False
SES-003661,VIS-0393,2023-10-25,4.0,False
SES-002613,VIS-0282,2023-09-05,8.0,False
SES-002680,VIS-0290,2023-08-15,9.0,True
SES-003361,VIS-0360,2024-06-20,12.0,False
SES-003308,VIS-0355,2024-01-22,3.0,True
SES-003019,VIS-0325,2024-03-07,4.0,True
SES-003637,VIS-0391,2024-02-26,8.0,False
SES-000210,VIS-0025,2024-03-20,5.0,True
SES-000598,VIS-0068,2024-03-20,15.0,False
SES-001485,VIS-0162,2024-05-31,10.0,False
SES-001350,VIS-0146,2023-08-14,5.0,False
SES-000168,VIS-0020,2023-09-30,2.0,False
SES-000653,VIS-0073,2024-06-14,8.0,True
SES-000779,VIS-0086,2024-02-27,13.0,False
SES-001212,VIS-0131,2024-04-30,1.0,True
SES-002929,VIS-0315,2024-04-18,8.0,False
SES-001593,VIS-0174,2024-04-05,3.0,False
SES-001419,VIS-0155,2023-06-05,5.0,False
SES-003179,VIS-0342,2023-10-09,10.0,False
SES-001683,VIS-0184,2023-09-26,2.0,False
SES-002377,VIS-0260,2023-09-27,10.0,True
SES-000572,VIS-0064,2024-03-11,9.0,True
SES-003325,VIS-0356,2023-06-16,4.0,True
SES-002970,VIS-0320,2024-05-05,5.0,True
SES-003267,VIS-0350,2024-06-29,9.0,True
SES-003366,VIS-0360,2023-07-24,13.0,False
SES-003080,VIS-0331,2024-03-26,10.0,False
SES-003027,VIS-0326,2023-10-14,22.0,False
SES-000559,VIS-0063,2024-04-24,6.0,True
SES-000680,VIS-0076,2024-02-02,8.0,False
SES-003233,VIS-0346,2024-04-20,1.0,False
SES-001868,VIS-0202,2024-06-21,7.0,False
SES-002507,VIS-0273,2023-08-24,15.0,False
SES-002983,VIS-0321,2023-10-04,11.0,False
SES-000906,VIS-0100,2023-11-04,7.0,False
SES-003489,VIS-0375,2024-01-15,2.0,False
SES-000625,VIS-0070,2023-12-21,8.0,False
SES-001959,VIS-0213,2023-10-14,6.0,False
SES-000237,VIS-0027,2023-10-28,6.0,False
SES-003457,VIS-0371,2024-05-12,13.0,False
SES-001530,VIS-0167,2024-04-23,2.0,False
SES-001382,VIS-0151,2023-07-08,5.0,False
SES-000074,VIS-0008,2024-06-05,8.0,True
SES-001572,VIS-0171,2024-01-24,5.0,True
SES-001990,VIS-0217,2023-06-06,4.0,False
SES-002141,VIS-0233,2024-06-21,16.0,False
SES-003600,VIS-0386,2023-11-06,5.0,True
SES-000217,VIS-0025,2024-03-03,3.0,True
SES-000320,VIS-0036,2023-12-30,5.0,False
SES-001095,VIS-0120,2023-06-04,13.0,True
SES-001610,VIS-0176,2023-12-28,9.0,True
SES-000902,VIS-0100,2023-10-01,3.0,True
SES-002191,VIS-0239,2023-09-20,5.0,False
SES-003443,VIS-0370,2024-03-26,15.0,False
SES-002482,VIS-0271,2023-09-20,7.0,False
SES-002054,VIS-0223,2023-10-09,4.0,True
SES-000441,VIS-0050,2023-08-04,1.0,False
SES-002857,VIS-0307,2023-06-02,10.0,False
SES-000883,VIS-0098,2023-10-07,1.0,True
SES-001889,VIS-0205,2024-02-11,19.0,True
SES-002067,VIS-0225,2023-10-11,3.0,False
SES-000920,VIS-0101,2023-09-14,11.0,False
SES-003058,VIS-0330,2024-06-10,1.0,True
SES-000050,VIS-0005,2024-05-29,17.0,True
SES-000429,VIS-0048,2024-04-24,3.0,False
SES-003687,VIS-0396,2024-01-02,1.0,False
SES-000574,VIS-0064,2023-12-23,4.0,True
SES-000178,VIS-0021,2023-09-01,7.0,True
SES-002181,VIS-0238,2024-01-17,17.0,False
SES-003307,VIS-0355,2024-06-19,1.0,False
SES-002118,VIS-0232,2023-09-22,9.0,True
SES-002209,VIS-0242,2023-09-16,3.0,False
SES-001672,VIS-0182,2024-01-31,1.0,False
SES-002756,VIS-0298,2023-08-08,1.0,False
SES-001725,VIS-0188,2023-11-24,2.0,False
SES-001589,VIS-0174,2024-01-23,1.0,False
SES-003384,VIS-0363,2023-10-24,6.0,False
SES-000711,VIS-0079,2024-04-26,6.0,False
SES-000934,VIS-0103,2024-04-17,14.0,False
SES-003061,VIS-0330,2023-09-19,1.0,False
SES-002388,VIS-0262,2023-06-13,4.0,False
SES-001242,VIS-0135,2024-06-04,1.0,False
SES-000422,VIS-0048,2023-08-08,6.0,False
SES-001297,VIS-0140,2023-07-01,13.0,False
SES-003299,VIS-0354,2023-11-11,6.0,False
SES-000592,VIS-0067,2024-02-23,10.0,True
SES-003026,VIS-0326,2024-01-28,23.0,False
SES-000282,VIS-0033,2024-02-25,5.0,True
SES-003611,VIS-0387,2023-07-16,14.0,False
SES-002542,VIS-0276,2024-01-18,6.0,False
SES-003912,VIS-0421,2023-08-12,12.0,True
SES-002419,VIS-0265,2024-06-24,3.0,False
SES-000264,VIS-0031,2023-11-22,10.0,False
SES-001692,VIS-0184,2024-01-25,3.0,True
SES-003228,VIS-0346,2024-05-16,1.0,False
SES-002403,VIS-0264,2024-04-26,14.0,False
SES-000663,VIS-0074,2023-11-04,7.0,False
SES-001360,VIS-0148,2024-05-13,10.0,False
SES-003343,VIS-0358,2024-05-03,17.0,False
SES-000873,VIS-0096,2023-08-28,6.0,False
SES-003829,VIS-0411,2023-07-30,17.0,False
SES-001723,VIS-0188,2024-05-20,6.0,True
SES-000309,VIS-0036,2024-06-27,6.0,False
SES-000895,VIS-0099,2023-06-29,7.0,False
SES-001840,VIS-0199,2024-03-03,7.0,False
SES-003428,VIS-0368,2023-06-12,1.0,False
SES-001788,VIS-0195,2024-03-03,15.0,False
SES-001217,VIS-0132,2024-05-30,5.0,True
SES-001035,VIS-0114,2024-04-06,11.0,True
SES-001521,VIS-0166,2023-11-05,1.0,True
SES-003597,VIS-0386,2023-09-19,7.0,False
SES-002043,VIS-0222,2023-09-06,9.0,False
SES-001834,VIS-0198,2023-11-20,2.0,False
SES-001076,VIS-0118,2024-05-15,8.0,True
SES-002360,VIS-0259,2023-08-17,1.0,False
SES-003686,VIS-0396,2023-12-31,1.0,False
SES-000292,VIS-0034,2024-05-25,1.0,False
SES-003877,VIS-0417,2023-11-04,8.0,False
SES-000890,VIS-0098,2023-06-29,3.0,False
SES-001529,VIS-0167,2024-03-22,2.0,True
SES-002260,VIS-0248,2024-01-29,17.0,False
SES-001281,VIS-0139,2023-11-12,5.0,True
SES-001278,VIS-0139,2024-05-22,2.0,True
SES-000929,VIS-0103,2024-06-24,19.0,False
SES-002733,VIS-0295,2023-12-17,14.0,True
SES-002207,VIS-0242,2024-03-24,20.419463120011827,False
SES-002841,VIS-0305,2023-10-14,9.0,False
SES-000745,VIS-0083,2023-10-24,20.0,False
SES-001169,VIS-0126,2023-11-17,12.0,False
SES-000031,VIS-0004,2024-04-20,10.0,False
SES-002004,VIS-0218,2023-08-18,9.0,False
SES-002697,VIS-0292,2023-11-13,15.0,False
SES-003579,VIS-0383,2023-06-04,3.0,False
SES-000588,VIS-0066,2023-12-06,1.0,False
SES-003406,VIS-0365,2024-05-10,8.0,False
SES-003526,VIS-0379,2023-12-23,15.0,False
SES-003891,VIS-0419,2023-12-13,13.0,True
SES-000860,VIS-0095,2024-05-09,13.0,False
SES-002659,VIS-0288,2023-09-12,12.0,True
SES-000393,VIS-0045,2024-02-04,8.0,True
SES-001871,VIS-0202,2023-10-04,8.0,False
SES-001383,VIS-0151,2024-02-26,5.0,False
SES-000047,VIS-0005,2023-12-13,17.0,True
SES-003710,VIS-0398,2023-10-20,15.0,False
SES-002337,VIS-0256,2023-08-06,14.0,False
SES-001714,VIS-0187,2023-11-28,1.0,False
SES-001136,VIS-0123,2024-03-02,17.0,False
SES-003046,VIS-0329,2024-06-20,9.0,True
SES-003979,VIS-0427,2024-02-03,17.0,True
SES-003111,VIS-0334,2024-05-14,36.53772038209074,False
SES-001739,VIS-0190,2024-04-28,15.0,True
SES-001305,VIS-0141,2024-06-24,5.0,False
SES-000568,VIS-0064,2023-06-03,2.0,False
SES-002148,VIS-0235,2023-11-19,6.0,True
SES-001590,VIS-0174,2023-11-07,3.0,False
SES-001391,VIS-0152,2023-09-12,9.0,False
SES-002596,VIS-0281,2023-08-23,4.0,False
SES-002896,VIS-0312,2023-08-03,23.0,False
SES-002821,VIS-0304,2023-12-06,1.0,False
SES-002091,VIS-0228,2023-09-29,16.0,True
SES-000673,VIS-0075,2023-06-04,13.0,True
SES-000240,VIS-0028,2023-06-16,4.0,False
SES-000339,VIS-0039,2024-04-16,6.0,False
SES-003852,VIS-0414,2023-12-15,1.0,False
SES-000160,VIS-0019,2024-01-23,8.0,False
SES-003094,VIS-0332,2023-08-20,1.0,True
SES-000587,VIS-0066,2024-02-29,5.0,True
SES-001963,VIS-0214,2023-06-07,1.0,False
SES-002882,VIS-0311,2024-03-26,1.0,False
SES-003922,VIS-0422,2024-03-08,14.0,False
SES-002106,VIS-0229,2024-03-10,4.0,False
SES-003550,VIS-0381,2023-06-28,11.0,False
SES-002370,VIS-0260,2024-04-13,8.0,False
SES-000483,VIS-0055,2024-04-04,1.0,False
SES-003051,VIS-0329,2024-06-13,-25.62770686562609,False
SES-001444,VIS-0158,2024-01-13,14.0,False
SES-003520,VIS-0379,2023-07-18,9.0,False
SES-001084,VIS-0119,2023-12-23,1.0,False
SES-001083,VIS-0119,2024-01-27,1.0,True
SES-001923,VIS-0209,2023-07-07,1.0,True
SES-000731,VIS-0082,2024-05-21,4.0,False
SES-000952,VIS-0106,2023-07-17,8.0,False
SES-003025,VIS-0326,2023-06-10,21.0,False
SES-003441,VIS-0370,2023-08-25,8.0,True
SES-003735,VIS-0401,2023-09-24,17.0,False
SES-001745,VIS-0190,2023-06-05,13.0,False
SES-003862,VIS-0415,2023-09-06,13.0,False
SES-001518,VIS-0166,2023-07-29,1.0,False
SES-002205,VIS-0242,2024-01-29,3.0,False
SES-001546,VIS-0168,2023-09-29,4.0,False
SES-003097,VIS-0333,2024-03-01,1.0,False
SES-000780,VIS-0086,2023-08-07,11.0,False
